Source	Target	Id	Weight			Source	Target	Id	Weight
588	390					432	165		
588	191					436	165		
588	465					454	165		
588	400					455	165		
588	567					463	165		
588	196					469	165		
588	418					475	165		
588	203					477	165		
588	16					481	165		
588	532					483	165		
588	249					484	165		
588	161					487	165		
589	155					498	165		
589	77					503	165		
589	14					511	165		
589	559					559	165		
589	89					563	165		
589	443					570	165		
589	130					571	165		
589	175					602	165		
589	157					623	165		
589	145					625	165		
589	241					631	165		
589	196					638	165		
589	520					641	165		
589	384					647	165		
589	180					652	165		
589	434					657	165		
589	103					659	165		
589	503					664	165		
589	1					676	165		
589	444					685	165		
589	71					692	165		
589	278					702	165		
589	209					709	165		
589	69					732	165		
589	453					738	165		
589	142					754	165		
589	547					769	165		
589	417					212	166		
589	345					231	166		
589	194					242	166		
589	563					257	166		
589	47					258	166		
589	88					275	166		
589	223					281	166		
589	275					291	166		
589	305					310	166		
589	170					331	166		
589	413					336	166		
589	423					342	166		
590	526					360	166		
590	265					364	166		
590	484					404	166		
590	450					415	166		
590	27					421	166		
590	420					423	166		
590	537					430	166		
590	473					440	166		
590	281					444	166		
590	36					448	166		
590	440					452	166		
590	400					494	166		
590	459					496	166		
590	355					502	166		
590	492					537	166		
590	253					555	166		
590	275					556	166		
590	151					565	166		
590	295					589	166		
590	254					615	166		
590	446					628	166		
590	491					630	166		
590	482					645	166		
590	588					656	166		
590	447					679	166		
590	290					683	166		
590	451					689	166		
590	488					705	166		
590	271					709	166		
590	33					716	166		
590	444					718	166		
590	308					737	166		
590	534					748	166		
590	448					755	166		
590	161					759	166		
590	567					767	166		
590	52					189	167		
590	247					195	167		
590	170					210	167		
591	494					216	167		
591	21					235	167		
591	18					242	167		
591	267					245	167		
591	440					250	167		
591	235					251	167		
591	584					256	167		
591	307					267	167		
591	278					278	167		
591	554					280	167		
591	178					286	167		
591	291					291	167		
591	313					293	167		
591	358					299	167		
591	88					302	167		
591	158					305	167		
591	555					319	167		
591	275					320	167		
591	305					345	167		
591	302					389	167		
591	82					422	167		
591	280					425	167		
591	323					434	167		
591	223					448	167		
591	245					452	167		
591	343					482	167		
591	12					525	167		
591	54					550	167		
592	516					557	167		
592	171					559	167		
592	379					564	167		
592	227					584	167		
592	267					591	167		
592	298					592	167		
592	559					608	167		
592	371					636	167		
592	236					637	167		
592	8					651	167		
592	199					658	167		
592	352					665	167		
592	424					714	167		
592	532					716	167		
592	278					717	167		
592	71					730	167		
592	367					735	167		
592	436					745	167		
592	483					750	167		
592	101					175	168		
592	353					199	168		
592	243					228	168		
592	341					275	168		
592	445					278	168		
592	563					290	168		
592	443					301	168		
592	528					342	168		
592	285					352	168		
592	489					371	168		
592	538					404	168		
592	462					405	168		
592	259					416	168		
592	361					423	168		
592	205					431	168		
592	305					459	168		
592	93					502	168		
592	484					537	168		
592	552					541	168		
592	535					589	168		
592	82					595	168		
592	374					601	168		
592	476					603	168		
592	241					623	168		
592	218					646	168		
592	223					657	168		
592	576					679	168		
592	119					682	168		
592	145					687	168		
592	458					700	168		
592	485					705	168		
592	144					716	168		
592	521					718	168		
592	560					742	168		
593	333					748	168		
593	276					759	168		
593	323					767	168		
593	560					437	169		
593	459					174	170		
593	158					197	170		
593	397					224	170		
593	572					226	170		
593	265					243	170		
593	117					249	170		
593	444					253	170		
593	443					255	170		
593	567					276	170		
593	33					278	170		
593	116					279	170		
593	47					312	170		
593	368					330	170		
593	497					335	170		
593	48					344	170		
593	131					354	170		
594	128					355	170		
594	272					356	170		
594	97					357	170		
594	189					376	170		
594	493					377	170		
594	366					396	170		
594	494					420	170		
594	151					432	170		
595	499					444	170		
595	455					445	170		
595	343					448	170		
595	12					455	170		
595	202					460	170		
595	175					469	170		
595	502					473	170		
595	59					534	170		
595	541					571	170		
595	38					589	170		
595	416					590	170		
595	149					609	170		
595	83					615	170		
595	168					620	170		
595	25					625	170		
595	589					630	170		
595	556					658	170		
595	459					669	170		
595	275					675	170		
595	580					686	170		
595	265					689	170		
595	385					691	170		
595	390					694	170		
595	141					720	170		
596	249					745	170		
596	588					195	171		
596	188					202	171		
596	421					208	171		
596	339					228	171		
596	263					277	171		
596	85					296	171		
596	196					308	171		
596	514					330	171		
596	389					335	171		
596	521					348	171		
596	247					383	171		
596	152					395	171		
596	252					407	171		
596	2					477	171		
596	396					480	171		
596	355					489	171		
596	377					508	171		
596	90					516	171		
596	213					525	171		
596	519					534	171		
596	253					535	171		
596	361					538	171		
596	30					543	171		
596	457					546	171		
596	406					552	171		
596	312					554	171		
596	43					561	171		
596	295					580	171		
596	161					587	171		
596	342					592	171		
596	420					598	171		
596	114					630	171		
596	524					632	171		
597	336					653	171		
597	414					664	171		
597	430					668	171		
598	543					679	171		
598	232					687	171		
598	146					695	171		
598	5					705	171		
598	489					707	171		
598	296					716	171		
598	137					720	171		
598	355					748	171		
598	565					767	171		
598	391					223	172		
598	205					252	172		
598	263					186	173		
598	384					200	173		
598	171					241	173		
598	308					251	173		
598	197					314	173		
598	202					389	173		
598	534					446	173		
598	276					492	173		
598	424					500	173		
598	532					514	173		
598	214					574	173		
598	62					578	173		
598	301					615	173		
598	463					619	173		
598	364					628	173		
598	315					664	173		
598	383					706	173		
598	561					755	173		
598	570					763	173		
599	257					177	174		
599	223					213	174		
599	332					220	174		
600	333					224	174		
600	27					252	174		
600	286					279	174		
600	290					295	174		
600	451					303	174		
600	538					323	174		
600	223					333	174		
600	550					355	174		
600	176					356	174		
600	446					365	174		
600	155					377	174		
600	85					396	174		
600	77					432	174		
600	381					435	174		
600	244					447	174		
600	339					468	174		
600	390					512	174		
600	188					524	174		
600	532					534	174		
600	512					560	174		
600	544					567	174		
600	203					585	174		
600	424					626	174		
600	373					630	174		
601	498					656	174		
601	14					672	174		
601	233					681	174		
601	175					684	174		
601	481					689	174		
601	520					694	174		
601	270					733	174		
601	595					177	175		
601	209					183	175		
601	141					188	175		
601	431					195	175		
601	223					200	175		
601	459					202	175		
601	227					223	175		
601	322					248	175		
601	150					251	175		
602	145					257	175		
602	478					278	175		
602	278					293	175		
602	197					308	175		
602	454					323	175		
602	341					342	175		
603	445					355	175		
603	520					371	175		
603	423					373	175		
604	462					375	175		
604	502					395	175		
604	149					404	175		
604	212					431	175		
604	389					463	175		
604	310					468	175		
604	494					476	175		
604	160					485	175		
604	194					494	175		
604	415					495	175		
604	86					502	175		
604	278					514	175		
604	336					516	175		
604	223					524	175		
604	538					525	175		
604	479					526	175		
604	406					541	175		
604	500					552	175		
604	70					554	175		
605	265					563	175		
605	145					574	175		
605	158					589	175		
605	151					595	175		
605	69					601	175		
605	210					615	175		
605	195					626	175		
605	20					630	175		
605	550					631	175		
605	397					638	175		
605	117					664	175		
605	241					671	175		
605	41					687	175		
605	361					691	175		
605	400					694	175		
605	458					697	175		
605	347					705	175		
605	464					726	175		
606	240					735	175		
606	232					746	175		
606	330					748	175		
606	218					754	175		
606	4					756	175		
606	552					763	175		
607	151					767	175		
607	491					209	176		
607	164					219	176		
607	485					223	176		
607	295					252	176		
607	64					266	176		
607	196					301	176		
607	519					319	176		
607	116					321	176		
607	131					327	176		
607	497					367	176		
607	517					378	176		
607	570					393	176		
607	605					404	176		
607	368					406	176		
607	420					409	176		
607	113					421	176		
607	333					433	176		
607	484					440	176		
607	142					441	176		
607	114					445	176		
607	373					448	176		
607	85					457	176		
607	339					473	176		
607	95					486	176		
607	514					490	176		
607	468					494	176		
607	51					503	176		
607	185					516	176		
607	351					518	176		
607	28					549	176		
607	548					556	176		
607	432					561	176		
608	158					568	176		
608	267					600	176		
608	167					621	176		
609	116					623	176		
609	161					631	176		
609	381					636	176		
609	390					654	176		
609	385					664	176		
609	226					689	176		
609	442					715	176		
609	214					716	176		
609	223					735	176		
609	473					188	177		
609	54					244	177		
609	538					308	177		
609	278					339	177		
609	516					390	177		
609	42					433	177		
609	186					444	177		
609	152					446	177		
609	56					447	177		
609	440					449	177		
609	395					465	177		
609	494					467	177		
609	97					472	177		
609	591					473	177		
609	255					512	177		
609	62					514	177		
609	78					534	177		
609	557					562	177		
609	515					567	177		
609	295					590	177		
609	322					626	177		
609	280					636	177		
609	584					666	177		
609	1					670	177		
609	323					672	177		
609	245					709	177		
609	476					719	177		
609	93					720	177		
609	179					721	177		
609	508					722	177		
609	170					764	177		
609	337					765	177		
609	559					257	178		
609	18					400	178		
609	151					448	178		
609	524					483	178		
609	286					516	178		
609	558					528	178		
609	355					539	178		
609	141					549	178		
609	291					591	178		
609	554					647	178		
610	261					651	178		
610	101					691	178		
610	25					709	178		
610	453					278	179		
610	308					286	179		
610	197					296	179		
610	270					339	179		
610	532					342	179		
610	223					355	179		
611	385					373	179		
611	33					389	179		
611	158					431	179		
611	46					446	179		
611	400					482	179		
611	116					491	179		
611	473					515	179		
611	265					538	179		
611	77					558	179		
611	339					609	179		
611	95					664	179		
611	117					687	179		
611	386					205	180		
612	400					209	180		
612	463					223	180		
612	127					228	180		
612	42					236	180		
612	563					243	180		
612	84					261	180		
612	257					277	180		
612	549					296	180		
612	56					298	180		
612	265					301	180		
612	211					304	180		
612	544					308	180		
613	59					322	180		
613	589					328	180		
613	352					339	180		
613	301					352	180		
613	601					353	180		
613	371					361	180		
613	556					367	180		
613	18					371	180		
614	558					373	180		
614	446					381	180		
614	482					383	180		
614	444					384	180		
614	266					390	180		
614	286					418	180		
614	550					421	180		
614	333					424	180		
614	222					440	180		
614	451					450	180		
614	226					466	180		
614	85					479	180		
614	390					480	180		
614	339					482	180		
614	590					484	180		
614	188					520	180		
614	27					521	180		
614	407					532	180		
614	278					541	180		
614	265					550	180		
614	90					562	180		
614	330					563	180		
614	158					589	180		
614	532					623	180		
614	116					624	180		
614	420					634	180		
614	373					646	180		
615	82					654	180		
615	170					657	180		
615	255					664	180		
615	20					666	180		
615	63					679	180		
615	345					687	180		
615	434					705	180		
615	323					715	180		
615	135					742	180		
615	598					746	180		
615	514					767	180		
615	408					252	181		
615	433					662	181		
615	268					733	181		
615	276					193	182		
615	279					192	183		
615	377					195	183		
615	455					198	183		
615	1					210	183		
615	132					211	183		
615	43					223	183		
615	146					229	183		
615	312					257	183		
615	469					277	183		
615	81					278	183		
615	330					285	183		
615	436					338	183		
615	39					341	183		
615	90					375	183		
615	498					424	183		
615	582					443	183		
615	154					463	183		
615	266					483	183		
615	280					487	183		
615	166					498	183		
615	400					511	183		
615	224					524	183		
615	232					528	183		
615	376					532	183		
615	495					544	183		
615	152					563	183		
615	539					576	183		
615	285					578	183		
615	56					592	183		
615	257					615	183		
615	443					623	183		
615	57					631	183		
615	549					647	183		
615	70					709	183		
615	31					726	183		
615	173					756	183		
615	563					767	183		
615	42					252	185		
615	251					351	185		
615	500					355	185		
615	526					361	185		
615	463					368	185		
615	127					373	185		
615	574					468	185		
615	183					548	185		
615	314					585	185		
615	156					607	185		
615	355					638	185		
615	332					675	185		
615	476					681	185		
615	175					690	185		
615	373					738	185		
615	567					195	186		
615	253					200	186		
615	140					210	186		
615	396					241	186		
615	354					242	186		
615	357					251	186		
615	226					257	186		
615	229					280	186		
615	21					314	186		
615	64					334	186		
615	27					338	186		
615	494					342	186		
615	365					389	186		
615	473					395	186		
615	445					443	186		
615	162					463	186		
615	454					483	186		
615	379					495	186		
615	249					500	186		
615	12					519	186		
615	275					524	186		
615	202					526	186		
615	85					528	186		
615	492					539	186		
615	555					549	186		
615	565					563	186		
615	109					574	186		
616	210					576	186		
616	10					578	186		
617	265					609	186		
617	550					623	186		
617	392					631	186		
617	151					638	186		
617	223					640	186		
617	145					647	186		
618	509					651	186		
618	438					691	186		
618	444					697	186		
618	330					709	186		
618	473					714	186		
618	158					726	186		
618	116					730	186		
618	265					755	186		
618	593					756	186		
618	397					763	186		
618	429					190	187		
618	560					196	187		
619	355					252	187		
619	609					293	187		
619	18					304	187		
619	154					321	187		
619	69					361	187		
619	567					367	187		
619	509					378	187		
619	448					399	187		
619	291					418	187		
619	476					420	187		
619	502					427	187		
619	436					453	187		
619	498					481	187		
619	574					490	187		
619	495					519	187		
619	42					521	187		
619	152					532	187		
619	31					562	187		
619	563					570	187		
619	56					626	187		
619	257					631	187		
619	549					638	187		
619	463					652	187		
619	78					666	187		
619	255					709	187		
619	615					191	188		
619	173					196	188		
619	275					203	188		
620	494					213	188		
620	170					215	188		
620	348					216	188		
620	81					239	188		
620	615					244	188		
620	18					247	188		
620	440					252	188		
620	584					260	188		
620	235					261	188		
620	278					263	188		
620	291					282	188		
620	514					286	188		
620	357					287	188		
620	555					290	188		
620	609					294	188		
620	355					295	188		
620	93					301	188		
621	141					307	188		
621	552					322	188		
621	535					323	188		
621	176					339	188		
621	427					342	188		
621	17					355	188		
621	110					373	188		
621	409					377	188		
621	104					380	188		
621	367					381	188		
621	388					383	188		
621	225					389	188		
621	399					390	188		
621	342					393	188		
621	85					396	188		
621	339					400	188		
621	155					412	188		
621	481					418	188		
621	322					419	188		
621	563					421	188		
621	31					424	188		
621	490					427	188		
621	95					431	188		
621	116					435	188		
621	373					444	188		
621	338					446	188		
621	431					447	188		
621	595					451	188		
621	445					453	188		
621	131					465	188		
621	554					472	188		
621	469					473	188		
621	325					481	188		
621	453					482	188		
621	355					487	188		
621	384					490	188		
621	64					491	188		
621	90					512	188		
621	36					514	188		
621	335					521	188		
621	477					524	188		
621	377					530	188		
621	498					532	188		
621	455					534	188		
621	279					544	188		
621	559					550	188		
621	602					562	188		
621	459					567	188		
621	228					574	188		
621	589					576	188		
621	301					590	188		
621	149					596	188		
621	27					600	188		
621	248					614	188		
621	429					623	188		
622	252					626	188		
622	542					631	188		
622	1					638	188		
622	132					646	188		
622	119					666	188		
622	27					670	188		
622	155					674	188		
623	280					688	188		
623	252					696	188		
623	431					697	188		
623	248					709	188		
623	227					719	188		
623	601					722	188		
623	228					724	188		
623	61					735	188		
623	199					736	188		
623	301					747	188		
623	25					763	188		
623	352					764	188		
623	328					765	188		
623	168					513	189		
623	404					516	189		
623	371					551	189		
623	59					594	189		
623	149					636	189		
623	589					745	189		
623	502					192	190		
623	153					196	190		
623	64					197	190		
623	176					243	190		
623	342					265	190		
623	101					279	190		
623	116					283	190		
623	373					304	190		
623	544					315	190		
623	532					321	190		
623	188					325	190		
623	155					333	190		
623	261					341	190		
623	16					352	190		
623	196					361	190		
623	77					366	190		
623	562					367	190		
623	85					373	190		
623	339					378	190		
623	424					381	190		
623	82					384	190		
623	309					390	190		
623	197					392	190		
623	210					406	190		
623	592					418	190		
623	612					420	190		
623	180					424	190		
623	591					429	190		
623	434					436	190		
623	63					453	190		
623	320					457	190		
623	270					472	190		
623	242					481	190		
623	256					484	190		
623	232					490	190		
623	530					497	190		
623	191					503	190		
623	310					517	190		
623	621					519	190		
623	604					544	190		
623	484					550	190		
623	190					563	190		
623	453					570	190		
623	142					605	190		
623	325					623	190		
623	520					624	190		
623	574					632	190		
623	186					638	190		
623	495					644	190		
623	463					650	190		
623	183					654	190		
623	57					659	190		
623	156					666	190		
623	42					668	190		
623	563					678	190		
623	56					688	190		
623	338					699	190		
623	31					709	190		
623	152					715	190		
623	257					720	190		
623	578					735	190		
623	528					736	190		
623	298					752	190		
623	332					203	191		
623	490					211	191		
623	145					216	191		
623	445					230	191		
623	383					239	191		
623	225					242	191		
623	69					260	191		
623	494					263	191		
623	265					275	191		
623	71					286	191		
623	45					294	191		
623	423					307	191		
623	498					380	191		
623	90					390	191		
623	455					393	191		
623	36					400	191		
623	481					418	191		
623	165					419	191		
623	96					421	191		
623	375					424	191		
623	268					439	191		
623	511					444	191		
623	477					465	191		
623	436					487	191		
623	120					491	191		
623	198					512	191		
623	154					514	191		
623	335					530	191		
623	483					532	191		
623	5					544	191		
623	487					562	191		
623	330					588	191		
623	1					590	191		
623	377					623	191		
623	413					670	191		
623	355					677	191		
623	308					709	191		
623	158					719	191		
623	95					722	191		
623	576					736	191		
623	14					757	191		
624	347					765	191		
624	145					766	191		
624	151					214	192		
624	392					220	192		
624	69					223	192		
624	278					227	192		
624	304					243	192		
624	325					257	192		
624	550					338	192		
624	328					384	192		
624	498					463	192		
624	146					479	192		
624	41					481	192		
624	117					484	192		
624	487					490	192		
624	480					495	192		
624	180					524	192		
624	223					570	192		
624	158					576	192		
624	384					578	192		
625	158					628	192		
625	248					631	192		
625	476					640	192		
625	234					647	192		
625	494					678	192		
625	46					726	192		
625	369					756	192		
625	108					760	192		
625	229					763	192		
625	615					278	194		
625	218					389	194		
625	42					406	194		
625	311					457	194		
625	529					589	194		
625	222					604	194		
625	249					645	194		
625	240					716	194		
625	435					210	195		
625	202					223	195		
625	170					241	195		
625	429					242	195		
625	364					255	195		
625	161					256	195		
625	525					257	195		
625	445					259	195		
625	107					267	195		
625	493					270	195		
625	486					278	195		
625	217					286	195		
625	596					305	195		
625	606					308	195		
625	164					319	195		
625	265					320	195		
625	484					345	195		
625	342					361	195		
625	622					413	195		
625	524					415	195		
625	52					422	195		
625	4					424	195		
625	344					425	195		
625	541					434	195		
625	9					452	195		
625	82					462	195		
625	123					480	195		
625	433					483	195		
625	454					485	195		
625	621					487	195		
625	160					489	195		
625	141					495	195		
625	30					528	195		
625	460					532	195		
625	151					534	195		
625	253					538	195		
625	213					563	195		
625	95					591	195		
625	366					592	195		
625	467					605	195		
625	18					630	195		
626	435					653	195		
626	28					664	195		
626	478					714	195		
626	361					717	195		
626	27					730	195		
626	473					750	195		
626	564					768	195		
626	323					203	196		
626	596					214	196		
626	187					234	196		
626	559					261	196		
626	623					263	196		
626	454					282	196		
626	400					304	196		
626	355					321	196		
626	152					333	196		
626	148					338	196		
626	432					339	196		
626	252					361	196		
626	396					378	196		
626	2					381	196		
626	295					393	196		
626	213					400	196		
626	621					412	196		
626	442					418	196		
626	105					419	196		
626	89					420	196		
626	521					421	196		
626	554					424	196		
626	446					444	196		
626	491					453	196		
626	249					481	196		
626	588					484	196		
626	482					487	196		
626	524					490	196		
626	365					497	196		
626	447					512	196		
626	561					514	196		
626	383					532	196		
626	290					535	196		
626	451					544	196		
626	52					562	196		
626	164					563	196		
626	585					567	196		
626	614					570	196		
626	333					588	196		
626	112					589	196		
626	570					590	196		
626	518					596	196		
626	109					605	196		
626	486					607	196		
626	296					623	196		
626	312					624	196		
626	266					626	196		
626	444					632	196		
626	342					654	196		
626	389					658	196		
626	534					666	196		
626	162					688	196		
626	95					709	196		
626	151					722	196		
626	522					724	196		
626	431					735	196		
626	18					736	196		
626	161					747	196		
626	215					764	196		
626	408					205	197		
626	567					210	197		
626	45					223	197		
626	98					234	197		
626	229					243	197		
626	377					278	197		
626	90					284	197		
626	427					289	197		
626	110					298	197		
626	445					305	197		
626	247					308	197		
626	21					321	197		
626	468					353	197		
626	615					361	197		
626	64					378	197		
626	103					391	197		
626	600					400	197		
626	175					413	197		
626	174					424	197		
626	271					436	197		
627	626					444	197		
627	85					454	197		
627	339					479	197		
628	565					481	197		
628	166					484	197		
628	598					487	197		
628	543					489	197		
628	563					490	197		
628	241					503	197		
628	576					520	197		
628	173					532	197		
628	242					543	197		
628	415					570	197		
628	223					598	197		
628	192					602	197		
628	69					610	197		
628	615					623	197		
629	527					652	197		
629	80					659	197		
630	476					664	197		
630	171					678	197		
630	26					685	197		
630	415					688	197		
630	78					732	197		
630	255					735	197		
630	619					746	197		
630	291					767	197		
630	308					210	198		
630	151					223	198		
630	432					257	198		
630	554					268	198		
630	459					278	198		
630	543					280	198		
630	422					305	198		
630	538					320	198		
630	364					330	198		
630	295					375	198		
630	561					377	198		
630	383					413	198		
630	563					424	198		
630	257					436	198		
630	578					453	198		
630	582					455	198		
630	249					477	198		
630	511					478	198		
630	448					481	198		
630	101					483	198		
630	156					487	198		
630	285					498	198		
630	534					499	198		
630	18					511	198		
630	82					525	198		
630	348					550	198		
630	444					559	198		
630	5					563	198		
630	453					576	198		
630	516					592	198		
630	46					623	198		
630	8					641	198		
630	580					647	198		
630	88					664	198		
630	130					685	198		
630	174					700	198		
630	390					701	198		
630	496					738	198		
630	296					754	198		
630	195					756	198		
630	152					223	199		
630	508					228	199		
630	170					234	199		
630	587					236	199		
630	620					259	199		
630	440					275	199		
630	518					301	199		
630	25					352	199		
630	83					371	199		
630	541					383	199		
630	371					404	199		
630	258					405	199		
630	331					423	199		
630	236					424	199		
630	589					462	199		
630	416					463	199		
630	23					502	199		
630	603					520	199		
630	502					532	199		
630	228					537	199		
630	166					541	199		
630	556					589	199		
630	537					592	199		
630	601					601	199		
630	301					603	199		
630	38					623	199		
630	310					657	199		
630	136					676	199		
630	89					679	199		
630	482					682	199		
630	175					683	199		
630	323					687	199		
630	499					700	199		
630	90					705	199		
630	36					715	199		
630	330					716	199		
630	477					718	199		
630	279					742	199		
630	559					748	199		
630	377					767	199		
630	12					223	200		
630	335					241	200		
630	229					251	200		
630	567					257	200		
630	623					278	200		
630	202					285	200		
630	275					314	200		
631	424					334	200		
631	544					373	200		
631	524					389	200		
631	175					400	200		
631	145					463	200		
631	82					485	200		
631	453					495	200		
631	142					514	200		
631	223					516	200		
631	278					526	200		
631	565					528	200		
631	628					539	200		
631	630					563	200		
631	64					574	200		
631	615					576	200		
631	250					578	200		
631	69					631	200		
631	516					640	200		
631	8					647	200		
631	479					651	200		
631	243					671	200		
631	353					697	200		
631	374					726	200		
631	144					756	200		
631	366					763	200		
631	101					223	201		
631	612					252	201		
631	384					281	201		
631	227					309	201		
631	305					423	201		
631	289					432	201		
631	576					468	201		
631	623					735	201		
631	448					208	202		
631	619					249	202		
631	476					265	202		
631	520					275	202		
631	323					276	202		
631	312					291	202		
631	176					292	202		
631	298					296	202		
631	248					308	202		
631	137					312	202		
631	589					323	202		
631	625					330	202		
631	187					364	202		
631	205					366	202		
631	309					369	202		
631	259					373	202		
631	462					383	202		
632	567					417	202		
632	265					422	202		
632	164					476	202		
632	85					477	202		
632	308					489	202		
632	196					496	202		
632	429					508	202		
632	158					516	202		
632	151					518	202		
632	377					525	202		
632	2					529	202		
632	161					537	202		
632	386					543	202		
632	611					552	202		
632	33					556	202		
632	502					561	202		
632	278					567	202		
632	64					578	202		
632	56					580	202		
632	549					587	202		
632	524					595	202		
632	494					598	202		
632	112					615	202		
632	400					625	202		
632	171					630	202		
632	26					636	202		
632	223					649	202		
633	459					653	202		
633	385					664	202		
634	355					666	202		
634	278					679	202		
634	42					683	202		
634	322					687	202		
634	383					691	202		
634	558					695	202		
634	296					707	202		
634	226					709	202		
634	308					716	202		
634	116					737	202		
634	373					746	202		
634	26					758	202		
634	609					759	202		
634	482					767	202		
634	64					214	203		
634	339					223	203		
634	77					244	203		
634	27					257	203		
634	431					261	203		
634	180					263	203		
634	95					282	203		
634	626					287	203		
634	44					339	203		
634	450					352	203		
634	342					371	203		
635	220					378	203		
635	628					380	203		
635	241					381	203		
635	285					390	203		
635	156					393	203		
635	578					412	203		
635	362					418	203		
636	90					419	203		
636	132					421	203		
636	278					424	203		
636	265					444	203		
636	202					465	203		
636	560					481	203		
636	245					487	203		
636	219					490	203		
636	458					514	203		
636	239					532	203		
636	554					534	203		
636	251					544	203		
636	257					562	203		
636	158					588	203		
636	516					590	203		
636	151					600	203		
636	444					631	203		
636	189					644	203		
636	97					654	203		
636	538					659	203		
636	60					666	203		
636	385					688	203		
636	395					709	203		
636	438					724	203		
636	228					736	203		
636	176					747	203		
636	275					367	204		
636	508					214	205		
636	94					223	205		
636	609					234	205		
636	587					236	205		
636	167					243	205		
636	515					289	205		
636	62					293	205		
636	78					296	205		
636	296					298	205		
636	177					321	205		
636	423					333	205		
637	555					353	205		
637	370					361	205		
637	235					365	205		
637	302					391	205		
637	369					396	205		
637	210					406	205		
637	62					418	205		
637	78					421	205		
637	415					424	205		
637	515					435	205		
637	255					457	205		
637	93					469	205		
637	152					475	205		
637	128					479	205		
637	355					481	205		
637	167					490	205		
637	400					503	205		
637	18					524	205		
637	364					532	205		
637	54					543	205		
637	620					555	205		
638	53					561	205		
638	152					562	205		
638	463					570	205		
638	31					592	205		
638	186					598	205		
638	156					631	205		
638	285					654	205		
638	549					659	205		
638	251					678	205		
638	314					680	205		
638	187					691	205		
638	512					701	205		
638	397					735	205		
638	312					767	205		
638	266					265	206		
638	469					501	206		
638	480					278	207		
638	95					214	208		
638	593					232	208		
638	618					255	208		
638	354					265	208		
638	357					277	208		
638	454					308	208		
638	548					322	208		
638	185					355	208		
638	28					395	208		
638	10					400	208		
638	623					440	208		
638	438					444	208		
638	392					450	208		
638	560					508	208		
638	607					534	208		
638	550					664	208		
638	441					687	208		
638	617					739	208		
638	570					746	208		
638	420					767	208		
638	113					223	209		
638	131					236	209		
638	497					278	209		
638	58					301	209		
638	453					339	209		
638	486					352	209		
638	190					371	209		
638	632					373	209		
638	315					424	209		
638	368					485	209		
638	605					502	209		
638	116					532	209		
638	519					589	209		
638	138					601	209		
638	333					646	209		
638	325					654	209		
638	304					679	209		
638	105					687	209		
638	517					705	209		
638	321					718	209		
638	378					742	209		
638	484					748	209		
638	142					241	210		
638	85					242	210		
638	596					245	210		
638	149					255	210		
638	59					256	210		
638	405					257	210		
638	502					259	210		
638	133					267	210		
638	220					270	210		
638	429					278	210		
638	328					286	210		
638	342					291	210		
638	9					299	210		
638	313					301	210		
638	376					305	210		
638	494					308	210		
638	514					319	210		
638	465					320	210		
638	626					334	210		
638	188					341	210		
638	295					345	210		
638	90					355	210		
638	279					373	210		
638	436					389	210		
638	330					400	210		
638	481					413	210		
638	165					415	210		
638	146					423	210		
638	571					424	210		
638	377					425	210		
638	1					434	210		
638	559					443	210		
638	145					452	210		
638	2					463	210		
638	396					477	210		
638	293					479	210		
638	564					480	210		
638	520					483	210		
638	305					495	210		
638	634					498	210		
638	229					503	210		
638	219					514	210		
638	309					515	210		
638	366					520	210		
638	400					528	210		
638	524					538	210		
638	158					557	210		
638	383					563	210		
638	286					565	210		
638	534					574	210		
638	102					576	210		
638	521					578	210		
638	417					584	210		
638	265					591	210		
638	47					592	210		
638	129					605	210		
638	516					616	210		
638	86					623	210		
638	117					631	210		
638	461					637	210		
638	41					638	210		
638	151					641	210		
638	210					644	210		
638	175					647	210		
638	636					658	210		
638	296					664	210		
638	462					689	210		
639	621					699	210		
639	325					706	210		
639	453					709	210		
639	511					714	210		
639	343					717	210		
639	591					730	210		
639	332					738	210		
639	64					750	210		
639	36					756	210		
640	638					767	210		
640	524					768	210		
640	628					251	211		
640	223					255	211		
640	278					257	211		
640	64					334	211		
640	576					379	211		
640	355					400	211		
640	502					415	211		
641	229					436	211		
641	218					463	211		
641	325					483	211		
641	64					495	211		
641	332					514	211		
641	278					528	211		
641	344					549	211		
641	223					563	211		
641	85					574	211		
641	623					612	211		
641	298					631	211		
642	158					640	211		
642	444					647	211		
642	421					709	211		
642	252					726	211		
642	623					756	211		
642	445					763	211		
642	410					255	212		
642	626					310	212		
642	321					414	212		
642	570					494	212		
642	219					604	212		
642	265					656	212		
642	117					672	212		
642	638					737	212		
642	64					759	212		
642	523					220	213		
642	90					249	213		
642	330					252	213		
642	116					253	213		
642	519					280	213		
642	484					303	213		
642	333					310	213		
642	420					314	213		
642	605					321	213		
642	386					323	213		
643	454					355	213		
643	514					361	213		
643	116					365	213		
643	615					377	213		
643	229					396	213		
643	238					420	213		
643	266					446	213		
643	63					555	213		
643	377					567	213		
643	279					570	213		
643	503					596	213		
643	81					625	213		
643	127					626	213		
643	70					649	213		
643	152					670	213		
643	314					689	213		
643	251					735	213		
643	640					758	213		
643	500					223	214		
643	31					226	214		
644	493					243	214		
644	400					263	214		
644	498					278	214		
644	96					284	214		
644	36					296	214		
644	120					298	214		
644	81					301	214		
644	298					308	214		
644	190					361	214		
644	90					391	214		
644	145					424	214		
644	570					473	214		
644	341					475	214		
644	203					480	214		
644	418					481	214		
644	16					532	214		
644	562					543	214		
644	638					558	214		
644	243					562	214		
